Президент,,,
,,,
Адміністрація президента / Секретаріат президента,,,
,,Національний науковий центр “Інститут грунтознавства та агрохімії імені О.Н. Соколовського”,
,,"Національний науковий центр “Інститут експериментальної і клінічної ветеринарної медицини""",
,,Національний науковий центр “Інститут землеробства Національної академії аграрних наук України”,
,,Національний науковий центр “Інститут механізації та електрифікації сільського господарства”,
,,Нікітський ботанічний сад – Національний науковий центр,
,,Прикарпатська державна сільськогосподарська дослідна станція НААН,
,,Селекційно-генетичний інститут – Національний центр насіннєзнавства та сортовивчення,
,,"ТДВ ""Інститут обліку і фінансів""",
,,Український науково-дослідний інститут олій та жирів НААН,
,,Черкаська дослідна станція біоресурсів НААН,
,,,
,,,
Національна академія медичних наук,,,
,Установа НАМН,,
,,Інститут гастроентерології НАМН України,
,,Інститут гематології та трансфузіології НАМН України,
,,Інститут генетичної та регенеративної медицини НАМН України,
,,Інститут геронтології ім.Академіка Д.Ф.Чеботарьова НАМН України,
,,Інститут гігієни та медичної екології ім. О.М. Марзєєва АМН України,
,,Інститут дерматології та венерології НАМН України,
,,Інститут ендокринології та обміну речовин ім. В.П. Комісаренка НАМН України,
,,Інститут епідеміології та інфекційних хвороб ім. Л.В.Громашевського НАМН України,
,,Інститут загальної та невідкладної хірургії НАМН України,
,,Інститут кардіології ім. академіка М.Д.Стражеска НАМН України,
,,Інститут медицини праці НАМН України,
,,Інститут медичної радіології ім. С.П.Григор’єва НАМН України,
,,Інститут мікробіології та імунології ім. І.І. Мечникова НАМН України,
,,Інститут невідкладної і відновної хірургії ім. В.К. Гусака НАМН України,
,,"Інститут неврології, психіатрії і наркології НАМН України",
,,Інститут нейрохірургії ім. А.П. Ромоданова НАМН України,
,,Інститут нефрології НАМН України,
,,Інститут отоларингології ім.проф. О.С.Коломийченка НАМН України,
,,Інститут охорони здоров’я дітей та підлітків НАМН України,
,,Інститут очних хвороб і тканинної терапії ім.В.П.Філатова НАМН України,
,,Інститут патології крові та трансфузійної медицини НАМН України,
,,Інститут патології хребта та суглобів ім. проф. М.І.Ситенка НАМН України,
,,"Інститут педіатрії, акушерства і гінекології НАМН України",
,,Інститут проблем ендокринної патології ім.В.Я.Данилевського НАМН України,
,,Інститут спадкової патології НАМН України,
,,Інститут стоматології НАМН України,
,,Інститут травматології та ортопедії НАМН України,
,,Інститут урології НАМН України,
,,Інститут фармакології та токсикології НАМН України,
,,Інститут ядерної медицини та променевої діагностики НАМН України,
,,Науково-практичний центр ендоваскулярної нейрорентгенохірургії НАМН України,
,,Національний інститут серцево-судинної хірургії імені М.М.Амосова НАМН України,
,,Національний інститут терапії імені Л.Т. Малої НАМНУ,
,,Національний інститут фтизіатрії і пульмонології імені Ф.Г. Яновського НАМН України,
,,Національний інститут хірургії і трансплантології імені О.О.Шалімова НАМН України,
,,Національний науковий центр радіаційної медицини НАМН України,
,,,
Національна академія правових наук,,,
,Установа НАПрН,,
,,Науково-дослідний інститут вивчення проблем злочинності імені академіка В. В. Сташиса (Харків),
,,Науково-дослідний інститут державного будівництва та місцевого самоврядування (Харків),
,,Науково-дослідний інститут інтелектуальної власності ,
,,Науково-дослідний інститут інформатики і права (Київ),
,,Науково-дослідний інститут правового забезпечення інноваційного розвитку (Харків)(Київ),
,,Науково-дослідний інститут приватного права і підприємництва імені академіка Ф. Г. Бурчака (Київ),
,,Науково-дослідний інститут фінансового права (Київ),
,,,
Кабінет міністрів (крім міністрів міністерств),,,
,,,
Міністерство аграрної політики та продовольства / Мінагрополітики,,,
,Державна інспекція сільського господарства ,,
,Державна ветеринарна та фітосанітарна служба,,
,Державне агентство земельних ресурсів,,
,,ДП «Центр державного земельного кадастру»,
,,ДП «Головний науково-дослідний та проектний інститут землеустрою» ,
,,Державне топографо-геодезичне або картографічне підприємство (лінк),
,Державне агентство лісових ресурсів,,
,,Організація підпорядкування Держлісагентства,
,Державне агентство рибного господарства,,
,Науково-дослідна установа МінАПП,,
,,"Державна наукова установа ""Український науково-дослідний інститут прогнозування та випробування техніки і технологій для сільськогосподарського виробництва імені Леоніда Погорілого""",
,,"Державна наукова установа  ""Південний науково-технологічний центр по апробації та впровадженню нової техніки і технологій""",
,,"Державна установа ""Інститут охорони ґрунтів України""",
,,"Державне підприємство ""Головний науково дослідний та проектний інститут землеустрою""",
,,"Державне підприємство ""Науковий селекційно-генетичний центр рибництва""",
,,"Державне підприємство ""Науково-дослідний інститут Азовського моря"" (НІАМ)",
,,"Державне підприємство ""Науково-дослідний центр рідких мінеральних добрив""",
,,"Державне підприємство ""Одеський центр Південного науково-дослідного інституту морського рибного господарства та океанографії"" (ДП ""ОдЦ ПівденНІРО"")",
,,"Державне підприємство ""Первомайський державний науково-інженерний центр з проблем енерго- та ресурсозбереження""",
,,"Державне підприємство ""Український державний інститут по проектуванню підприємств рибного господарства і промисловості ""Укррибпроект""",
,,"Державне підприємство ""Український державний конструкторсько-технологічний інститут транспорту АПК"" (УДКТІагротранс)",
,,Державне підприємство Український державний інститут по проектуванню підприємств харчової промисловості ДП “Укрдіпрохарчопром”,
,,Державний науково-дослідний інститут з лабораторної діагностики та ветеринарно-санітарної експертизи,
,,Державний науково-дослідний контрольний інститут ветеринарних препаратів та кормових добавок,
,,Державний науково-контрольний інститут біотехнології і штамів мікроорганізмів,
,,"ДНТУ ""Український державний проектно-вишукувальний інститут ""Укрцукпроект""",
,,"ДНУ ""Український науково-дослідний інститут спирту і біотехнології продовольчих продуктів""",
,,"ДП ""НВП ""Плодвинконсерв""",
,,"ДП ""Український інститут сільськогосподарських аерофотогеодезичних вишукувань""",
,,"ДП ПКТІ ""Львівхарчопроект""",
,,Український інститут експертизи сортів рослин,
,,Український науково-дослідний інститут гірського лісівництва ім. П.С.Пастернака (УкрНДІгірліс),
,,"Український науково-дослідний інститут продуктивності агропромислового комплексу (НДІ ""Украгропромпродуктивність"")",
,,Український науково-дослідний інститут соляної промисловості,
,,Український науково-дослідний інститут цукрової промисловості (УкрНДІЦП),
,,Український науково-дослідний інститут лісового господарства та агролісомеліорації ім. Г.М. Висоцького,
,Підвідомча організація МінАПП,,
,,"Державна установа ""Науково-методичний центр інформаційно-аналітичного забезпечення діяльності вищих навчальних закладів ""Агроосвіта"" (НМЦ ""Агроосвіта"")",
,,Український державний фонд підтримки фермерських господарств,
,Навчальний заклад МінАПП,,
,Інший заклад МінАПП,,
,,"Державне підприємство ""Державний інститут по проектуванню підприємств м’ясної та молочної промисловості ""Полтавадіпром’ясомол-пром""",
,,"Державне підприємство ""Проектний інститут ""Промзернопроект""",
,,"Державне підприємство ""Харківський проектний інститут ""Промзернопрект""",
,,,
Міністерство внутрішніх справ,,,
,Департамент Державної служби охорони при МВС,,
,Департамент ДАІ ,,
,Головне управління Національної гвардії / Внутрішні війська МВС,,
,,Навчальний заклад Національної гвардії,
,,,Навчальний центр
,,,Національна академія НГУ
,,,Факультет підготовки військовослужбовців НГУ
,Державний науково-дослідний експертно-криміналістичний центр,,
,Державний науково-дослідний інститут,,
,Державна прикордонна служба,,
,Державна міграційна служба ,,
,Державна служба з надзвичайних ситуацій,,
,,Підприємство або установа сфери ДСНС,
,,,"Бюджетна установа ""Служба координації аварійних робіт з пошуку і рятування"" ДСНС України"
,,,"Державне підприємство ""Інформаційно аналітичний центр ""Рятівник-Інформ"""
,,,"Державне підприємство ""Українький авіаційний метеоролічний центр"""
,,,"Державне підприємство ""Центр громадської безпеки 112"""
,,,Державне підприємство “Мобільний рятувальний центр ДСНС України” (м. Київ)
,,,Санаторій “Одеський” (м. Одеса)
,,,Український гідрометеорологічний центр
,,Навчальний заклад або науково-дослідна установа ДСНС,
,,,Академія пожежної безпеки імені Героїв Чорнобиля
,,,Вище професійне училище Львівського державного університету безпеки життєдіяльності (м. Вінниця)
,,,Інститут державного управління у сфері цивільного захисту
,,,Ліцей цивільного захисту Львівського державного університету безпеки життєдіяльності (м. Вінниця)
,,,Львівський державний університет безпеки життєдіяльності
,,,Навчальний центр Оперативно - рятувальної служби цивільного захисту ДСНС України
,,,Національний університет цивільного захисту України
,,,Український гідрометеорологічний інститут
,,,Український науково-дослідний інститут пожежної безпеки МНС України
,,,Український науково-дослідний інститут цивільного захисту
,,,Черкаський інститут пожежної безпеки імені Героїв Чорнобиля Національного університету цивільного захисту України
,Вищий навчальний заклад МВС,,
,,Дніпропетровський державний університет внутрішніх справ,
,,Донецький юридичний інститут МВС України,
,,Луганський державний університет внутрішніх справ імені Е.О. Дідоренка,
,,Львівський державний університет внутрішніх справ,
,,Національна академія внутрішніх справ,
,,Національна академія Національної гвардії України,
,,Одеський державний університет внутрішніх справ,
,,Харківський національний університет внутрішніх справ,
,,,
Міністерство екології та природних ресурсів / Мінприроди,,,
,Державна екологічна інспекція,,
,Державна служба геології та надр,,
,Державне агентство водних ресурсів,,
,Державне агентство екологічних інвестицій,,
,Державне агентство з управління зоною відчуження,,
,Установа природно-заповідного фонду МінЕкології,,
,,"АДМІНІСТРАЦІЯ ПАРКІВ-ПАМ'ЯТОК САДОВО-ПАРКОВОГО МИСТЕЦТВА ЗАГАЛЬНОДЕРЖАВНОГО ЗНАЧЕННЯ ""МІСХОРСЬКИЙ"",""МАССАНДРІВСЬКИЙ"",""ЛІВАДІЙСЬКИЙ""",
,,ГЕТЬМАНСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,,"ДЕРЖАВНА АДМІНІСТРАЦІЯ ЛІВАДІЙСЬКОГО,МАСАНДРІВСЬКОГО,МІСХОРСЬКОГО ПАРКІВ-ПАМ'ЯТОК САДОВО-ПАРКОВОГО МИСТЕЦТВА ЗАГАЛЬНОДЕРЖАВНОГО ЗНАЧЕННЯ",
,,"ДЕРЖАВНА ОРГАНІЗАЦІЯ (УСТАНОВА, ЗАКЛАД) НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК "" ДНІСТРОВСЬКИЙ КАНЬЙОН """,
,,ІЧНЯНСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,,КАРПАТСЬКИЙ БІОСФЕРНИЙ ЗАПОВІДНИК,
,,КАРПАТСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,,КРЕМЕНЕЦЬКИЙ БОТАНІЧНИЙ САД,
,,МЕЗИНСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК "" ХОТИНСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""БІЛОБЕРЕЖЖЯ СВЯТОСЛАВА""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""БУЗЬКИЙ ГАРД""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ВЕЛИКИЙ ЛУГ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ВЕРХОВИНСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ГОЛОСІЇВСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ГУЦУЛЬЩИНА""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ДВОРІЧАНСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ДЕРМАНСЬКО-ОСТРОЗЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ДЕСНЯНСЬКО-СТАРОГУТСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ДЖАРИЛГАЦЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""КАРМЕЛЮКОВЕ ПОДІЛЛЯ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""КРЕМЕНЕЦЬКІ ГОРИ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""МЕОТИДА""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""НИЖНЬОСУЛЬСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ОЛЕШКІВСЬКІ ПІСКИ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ПИРЯТИНСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ПІВНІЧНЕ ПОДІЛЛЯ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ПОДІЛЬСЬКІ ТОВТРИ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ПРИП'ЯТЬ-СТОХІД""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""СВЯТІ ГОРИ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""СИНЕВИР""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""СЛОБОЖАНСЬКИЙ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ТУЗЛОВСЬКІ ЛИМАНИ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ЧАРІВНА ГАВАНЬ""",
,,"НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК ""ЧЕРЕМОСЬКИЙ""",
,,НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК „ВИЖНИЦЬКИЙ”,
,,НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК УЖАНСЬКИЙ,
,,НИЖНЬОДНІСТРОВСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,,ОПУКСЬКИЙ ПРИРОДНИЙ ЗАПОВІДНИК,
,,ПРИАЗОВСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,,"ПРИРОДНИЙ ЗАПОВІДНИК ""ГОРГАНИ""",
,,"ПРИРОДНИЙ ЗАПОВІДНИК ""ДРЕВЛЯНСЬКИЙ""",
,,"ПРИРОДНИЙ ЗАПОВІДНИК ""ЄЛАНЕЦЬКИЙ СТЕП""",
,,ПРИРОДНИЙ ЗАПОВІДНИК КАЗАНТИПСКИЙ,
,,ХОРОЛЬСЬКИЙ БОТАНІЧНИЙ САД,
,,ЯВОРІВСЬКИЙ НАЦІОНАЛЬНИЙ ПРИРОДНИЙ ПАРК,
,Навчальний або науково-дослідний заклад МінЕкології,,
,,"ДЕРЖАВНИЙ ЗАКЛАД ""ДЕРЖАВНА ЕКОЛОГІЧНА  АКАДЕМІЯ ПІСЛЯДИПЛОМНОЇ ОСВІТИ ТА УПРАВЛІННЯ""",
,,"НАУКОВО-ДОСЛІДНА УСТАНОВА ""УКРАЇНСЬКИЙ НАУКОВИЙ ЦЕНТР ЕКОЛОГІЇ МОРЯ""",
,,УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ЕКОЛОГІЧНИХ ПРОБЛЕМ,
,Державне підприємство під управлінням МінЕкології,,
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БІОЛОГІЧНІ РЕСУРСИ УКРАЇНИ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЕКОБЕЗПЕКИ, НОРМУВАННЯ ТА ІННОВАЦІЙ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАУКОВО-ВИРОБНИЧЕ ПРИРОДООХОРОННЕ ОБ'ЄДНАННЯ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СХІДНОУКРАЇНСЬКИЙ  ЕКОЛОГІЧНИЙ ІНСТИТУТ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКІ ЕКОЛОГІЧНІ ІНВЕСТИЦІЇ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРВТОРАВТО""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРЕКО-ОЙЛ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЦЕНТР ЕКОЛОГІЧНИХ ІНІЦІАТИВ""",
,,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЦЕНТР ЕКОЛОГО-ЕКСПЕРТНОЇ АНАЛІТИКИ""",
,,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ПРОГРЕСИВНИХ НАУКОВИХ ТА ТЕХНІЧНИХ ДОСЛІДЖЕНЬ ""ВЕКТОР""",
,,,
Міністерство економічного розвитку і торгівлі / Міністерство економіки,,,
,Державне підприємство чи установа сфери Мінекономрозвитку,,
,,"Державна акціонерна компанія ""Українські поліметали""",
,,Державна науково-виробнича корпорація “Київський інститут автоматики”,
,,"Державна установа ""Державний інститут праці та соціально-економічних досліджень""",
,,Державна установа “Державний науково  дослідний і проектний інститут основної хімії”,
,,Державне  підприємство “Український державний науково – дослідний вуглехімічний інститут (УХІН)”,
,,"Державне виробниче об'єднання ""Полярон""",
,,Державне госпрозрахункове підприємство – сертифікаційний  випробувальний центр опалювального обладнання,
,,Державне зовнішньоекономічне підприємство “Укркольорпром”,
,,"Державне лісопромислове підприємство ""Прикарпатліс""",
,,"Державне льотно-випробувальне підприємство ""ВЗЛІТ""",
,,Державне навчально- виробниче підприємство “Перспектива”,
,,Державне науково – виробниче підприємство “Версія”,
,,Державне науково – виробниче підприємство “Дельта”,
,,Державне науково - виробниче підприємство “Радіоізотопне інформаційне устаткування і системи”,
,,"Державне науково-виробниче підприємство ""Вега""",
,,Державне науково-виробниче підприємство “Електронмаш”,
,,Державне підприємство  “Державний проектний інститут по проектуванню підприємств гумової промисловості”,
,,Державне підприємство  “Науково – дослідний інститут галургії”,
,,Державне підприємство  “Український державний науково – дослідний інститут пластичних мас”,
,,"Державне підприємство  гідрогеологічного захисту ""Шахта 2-біс""",
,,"Державне підприємство ""АНТОНОВ""",
,,"Державне підприємство ""Випробувальний центр ""Омега""",
,,"Державне підприємство ""Державна інспекція по якості залізних руд""",
,,"Державне підприємство ""Державна коксохімічна станція""",
,,"Державне підприємство ""Державний  проектний інститут  “Діпроверф”",
,,"Державне підприємство ""Державний інститут по проектуванню підприємств коксохімічної промисловості""",
,,"Державне підприємство ""Державний міжгалузевий медично-інженерний науковий центр""",
,,"Державне підприємство ""Державний науково - дослідний та проектний інститут титану""",
,,"Державне підприємство ""Державний проектно-конструкторський інститут збагачувального устаткування ""Дніпромашвуглезбагачення""",
,,"Державне підприємство ""Державний сертифікаційний центр синтетичних миючих засобів та виробів електронної техніки ""Елхім""",
,,"Державне підприємство ""Донецький інститут науково-дослідних, проектних робіт та інженерних послуг у вогнетривкій промисловості""",
,,"Державне підприємство ""Дослідний завод ""Хвиля""",
,,"Державне підприємство ""Завод 410 ЦА""",
,,"Державне підприємство ""Завод алюмінієвої фольги""",
,,"Державне підприємство ""Ізюмський державний завод офтальмологічної лінзи""",
,,"Державне підприємство ""Інженерний виробничо-науковий центр литва під тиском""",
,,"Державне підприємство ""Інститут по проектуванню підприємств хімічних реактивів, препаратів та високочистих речовин “ДІПРОХІМРЕАКТИВ”",
,,"Державне підприємство ""Лутугинський науково-виробничий валковий комбінат""",
,,"Державне підприємство ""Мелітопольський завод ""Гідромаш""",
,,"Державне підприємство ""Міжрегіональний науково-інженерний центр з сертифікації систем якості, труб, балонів та іншої металопродукції ""ВНІТІ-тест""",
,,"Державне підприємство ""Науково – дослідний інститут радіоелектронних систем ""Квант-радіоелектроніка""",
,,"Державне підприємство ""Науково-дослідний інститут ""Акорд""",
,,"Державне підприємство ""Науково-дослідний інститут ""Гелій""",
,,"Державне підприємство ""Науково-дослідний інститут ""ХЕМЗ""",
,,"Державне підприємство ""Науково-дослідний інститут техніки безпеки хімічних виробництв""",
,,"Державне підприємство ""Науково-технічний центр ""ЗАЗавтотехніка""",
,,"Державне підприємство ""Науково-технічний центр ""Композит""",
,,"Державне підприємство ""Новояворівське державне гірничо – хімічне підприємство “СІРКА”",
,,"Державне підприємство ""Об’єднана гірничо-хімічна компанія""",
,,"Державне підприємство ""Орган з сертифікації ОС ""Крантест""",
,,"Державне підприємство ""Орган з сертифікації УкрНДІМет-СЕРТ""",
,,"Державне підприємство ""Особливе конструкторське бюро ""Елміс""",
,,"Державне підприємство ""Особливе проектно-конструкторське і технологічне бюро джерел живлення""",
,,"Державне підприємство ""Південний державний науково-виробничий центр ""Прогрес""",
,,"Державне підприємство ""Промисловий центр інтелектуальної власності""",
,,"Державне підприємство ""Ремонтно-будівельний трест ""Рембудматеріали""",
,,"Державне підприємство ""Спеціалізована зовнішньоторговельна фірма ""Укроборонекспорт""",
,,"Державне підприємство ""Тячівський завод “Зеніт”",
,,"Державне підприємство ""Український державний науково-дослідний і проектний інститут легкої промисловості""",
,,"Державне підприємство ""Український інститут по проектуванню металургійних заводів""",
,,"Державне підприємство ""Український науково - дослідний, проектно-конструкторський та технологічний інститут вибухозахищеного та рудникового електрообладнання з дослідно-експериментальним виробництвом""",
,,"Державне підприємство ""Український науково – технічний центр металургійної промисловості “ЕНЕРГОСТАЛЬ”",
,,"Державне підприємство ""Український науково-технічний і впроваджувальний центр комплексного захисту інформації"" (Український центр ""Безпека"")",
,,"Державне підприємство ""Український світлотехнічний інститут""",
,,"Державне підприємство ""Центр ринкових інформаційних технологій та маркетингу""",
,,"Державне підприємство ""Центр сертифікації шин і гумотехнічних виробів""СЕПРОшинаГТВ""",
,,"Державне підприємство ""Центр тестування мобільної техніки""",
,,"Державне підприємство ""Часів-Ярська державна геологорозвідувальна партія""",
,,Державне підприємство “Вінницький завод “КРИСТАЛ”,
,,"Державне підприємство “Вінницький науково-виробничий центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Волинський науково-виробничий центр стандартизації, метрології та сертифікації”, м. Луцьк",
,,"Державне підприємство “Всеукраїнський державний науково-виробничий центр  стандартизації, метрології, сертифікації та захисту прав споживачів”, м. Київ",
,,Державне підприємство “Державний інститут по проектуванню підприємств гірничорудної промисловості “Кривбаспроект”,
,,Державне підприємство “Державний інститут по проектуванню промислових підприємств”,
,,Державне підприємство “Державний інформаційно-аналітичний центр моніторингу зовнішніх товарних ринків”,
,,Державне підприємство “Держтранс” ,
,,"Державне підприємство “Дніпропетровський регіональний державний науково-технічний центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Донецький науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Еко” ,
,,"Державне підприємство “Житомирський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Завод “Радіореле”,
,,Державне підприємство “Завод порошкової металургії”,
,,"Державне підприємство “Закарпатський науково-виробничий центр стандартизації, метрології та сертифікації”, м. Ужгород",
,,"Державне підприємство “Запорізький науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Зовнішторгвидав України”,
,,"Державне підприємство “Івано-Франківський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “ІНЖЕКСБУД”,
,,Державне підприємство “Інженерний центр твердих сплавів “Світкермет”,
,,Державне підприємство “Інститут машин і систем”,
,,Державне підприємство “Інститут підготовки кадрів промисловості”,
,,Державне підприємство “Інформсервіс” – центр міжгалузевого спеціального зв’язку,
,,Державне підприємство “Київмашсервіс”,
,,"Державне підприємство “Київський обласний науково-виробничий центр стандартизації, метрології та сертифікації”, м. Біла Церква, Київської області",
,,"Державне підприємство “Кіровоградський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Кривбасшахтозакриття”,
,,Державне підприємство “Криворізький інститут автоматики”,
,,"Державне підприємство “Криворізький науково-виробничий центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Кримський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Луганський регіональний науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Львівський державний ювелірний завод”,
,,"Державне підприємство “Львівський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Миколаївський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Науково – дослідний інститут “ЕЛАСТИК”,
,,Державне підприємство “Науково дослідний інститут приймальних електронно - променевих трубок “ЕРОТРОН”,
,,Державне підприємство “Науково-дослідний і проектний інститут хімічних технологій “Хімтехнологія”,
,,"Державне підприємство “Науково-дослідний інститут метрології вимірювальних і управляючих систем”, м. Львів",
,,Державне підприємство “Науково-дослідний та конструкторсько-технологічний інститут трубної промисловості імені Я.Ю. Осади”,
,,Державне підприємство “Одеський науково – дослідний інститут телевізійної техніки”,
,,"Державне підприємство “Одеський регіональний центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Одеський спеціальний науково-дослідний і проектно-конструкторський інститут”,
,,Державне підприємство “Південний державний проектно – конструкторський  та науково – дослідний інститут авіаційної промисловості”,
,,"Державне підприємство “Полтавський регіональний науково-технічний центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Представництво промислових підприємств в Російській Федерації”,
,,Державне підприємство “Приладобудівний завод” “Райдуга”,
,,Державне підприємство “Промислово – металургійний консалтинг”,
,,Державне підприємство “Радгосп “Майданівський”,
,,Державне підприємство “Редакція журналу “Економіка України”,
,,"Державне підприємство “Рівненський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Севастопольський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Спеціальне проектно – технологічне бюро виробничих потужностей”,
,,Державне підприємство “Сумський державний науково – дослідний інститут мінеральних добрив і пігментів ”,
,,"Державне підприємство “Сумський регіональний науково-виробничий центр стандартизації, метрології та сертифікації”",
,,"Державне підприємство “Тернопільський науково-виробничий центр стандартизації, метрології та сертифікації”",
,,Державне підприємство “Український державний інститут по проектуванню заводів важкого машинобудування”,
,,Державне підприємство “Український державний науково – дослідний і проектний інститут азотної промисловості і продуктів органічного синтезу”,
,,Державне підприємство “Український державний науково – технічний і проектний інститут промислових технологій”,
