"","id","name","position","office","region","year","income","income_family","income_salary","income_salary_family","income_teaching","income_teaching_family","income_royalties","income_royalties_family","income_dividents","income_dividents_family","income_help","income_help_family","income_gifts","income_gifts_family","bank_deps","bank_deps_family","flat_area","flat_area_family","house_area","house_area_family","land_area","land_area_family","cars","cars_family","cars_cargo","cars_cargo_family","cars_info","cars_family_info","cars_info_year","cars_family_info_year"
"1921","chesno_451","Сабій Ігор Михайлович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",10500,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,0,0,0,0,0,0,0,0,"","","",""
"1922","chesno_956","Савчук Юрій Петрович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",237478,14760,202384,0,0,0,0,0,0,0,35094,0,0,0,0,0,9.13,198.79,0,313,3100,1000,2,1,0,0,"Toyota Land Cruiser 200 4,5 куб.см, 173 кВт 495 см;Nissan Navara 2,5 куб.см, 140 кВт, 522 см","Lexus RX 350 3,5 куб.см, 204 кВт, 474 см","2012;2007","2010"
"1923","chesno_134","Мартинюк Адам Іванович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",487401,0,235348,0,0,0,0,0,0,0,38837,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,"","","",""
"1924","chesno_223","Мартинюк Леонтій Святославович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",14669,124866,14669,124866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",""
"1925","chesno_2353","Мартиняк Сергій Васильович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",96192606,0,434540,0,0,0,0,0,92554582,0,0,0,0,0,0,0,168.7,0,496.4,0,7475.4,0,3,0,0,0,"BMW X6 XDrive 400 5Р 2993 куб. см;Kia Sportage 1998 куб. см;Ferrari F149/BD/El California 4297 куб. см","","2013;2011;2012",""
"1926","chesno_855","Марцінків Руслан Романович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",231982,530994,231982,0,0,0,0,0,0,0,0,0,0,0,0,0,102.7,0,0,0,0,0,1,0,0,0,"ЗАЗ TF 6940 об'єм двигуна 1500, маса 1177","","2011",""
"1927","chesno_398","Матвієнков Сергій Анатолійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",9603862,0,9603862,0,0,0,0,0,0,0,0,0,0,0,6075799,0,291.5,0,0,0,0,0,0,1,0,0,"","Volkswagen Tiguan 2000 см3, 125 кВт, 4427 см","","2010"
"1928","chesno_590","Медуниця Олег Вячеславович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",20852.39,37705.08,20852.39,26242.57,0,0,0,0,0,0,0,11462.51,0,0,0,0,69.4,0,0,0,0,0,1,0,0,0,"Hyundai Tucson 1975 куб. с","","2008",""
"1929","chesno_2170","Медуниця Олег Вячеславович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",231542,10795,189564,0,7128,0,0,0,0,0,34850,0,0,64,0,1000,0,0,0,0,0,0,1,0,0,0,"Hyundai Tucson 2.0 1975 куб.см","","2008",""
"1930","chesno_2435","Медуниця Олег Вячеславович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",196288,10982,196288,0,0,0,0,0,0,2935,0,0,0,0,0,41943,0,60.36,0,0,0,0,1,0,0,0,"Hyundai Tucson 2.0 ЗПГ, 1975 куб.см","","2008",""
"1931","chesno_355","Медяник Володимир Юрійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",95270,0,85542,0,0,0,0,0,0,0,0,0,0,0,10528,0,117.4,0,0,0,8162,0,2,0,0,0,"Chevrolet Express 5300 см3;ВАЗ 21214 1690 см3","","2008;2005",""
"1932","chesno_196","Мельник Станіслав Анатолійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",354719,38223,208701,0,0,0,0,0,111168,38223,34850,0,0,0,327031,275959,17.56,17.56,0,54.7,1000,3500,0,0,0,0,"","","",""
"1933","chesno_463","Миримський Лев Юлійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",3430142.43,13867378.19,13704.39,24234.43,0,0,0,0,218700,874800,0,0,0,0,0,0,71.3,71.3,0,223.7,0,1155,1,4,0,0,"Mercedes-Benz  6461 куб. см","BMW X5 2996 куб. см;BMW X6 2979 куб. см;Porsche  3189 куб. см;Porsche  3605 куб. см","2008","2008;2010;2005;2011"
"1934","chesno_216","Мирний Іван Миколайович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",420747,0,199653,0,0,0,0,0,0,0,35094,0,0,0,0,0,81.7,0,232.7,0,1179,0,1,0,0,0,"Mercedes-Benz S500 4663 см3, 320 кВт","","2011",""
"1935","chesno_622","Михальчишин Юрій Адріянович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",36470,47479,36470,28432,0,19047,0,0,0,0,0,0,0,0,17840,105000,85,141,0,0,0,0,0,1,0,0,"","Toyota Corolla 1600 куб. см, 6 кВт, 454 см","","2009"
"1936","chesno_1949","Самойленко Юрій Павлович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",430684,29970,238684,21670,0,0,0,0,0,8300,0,0,0,0,217367,96000,87.8,150.7,0,0,1005,0,0,1,0,0,"","Porsche Cayenne 4806 см.куб.","","2010"
"1937","chesno_704","Сенченко Андрій Віленович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",5647612,336484,197654,0,0,0,0,0,327897,336484,35095,0,0,0,2806095,2811802,162.4,184.8,0,0,0,0,2,2,0,0,"Land Rover Defender 2402 см3;Porsche Cayenne Turbo 4511 см3","Audi A8 4172 см3;Audi A8L 4172 см3","2007;2004","1997;2005"
"1938","chesno_230","Сиротюк Юрій Миколайович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",23258.94,0,23258.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3,0,0,0,0,2,0,0,0,"Chevrolet Aveo 1498 куб. см, 63кВт, 4325 мм;Mitsubishi Outlander 2.0 1997 куб. см, 100кВт, 4545 мм","","2007;2008",""
"1939","chesno_634","Сікора Ольга Мирославівна","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",825970,1403524,4498,10747,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,235,3634,1000,3,2,2,8,"Honda CRV 2.5 м3, 457.4 см, 124 кВт;Mercedes-Benz  2.8 см3, 585 см, 90 кВт;Subaru Outback 2.4 м3, 477.5 см, 123 кВт","Mercedes-Benz  W140 3.0 TDI, 145 кВт;Volkswagen Toaureg 2.5 TDI 478 см, 128 кВт, 511.3 см","2008;1995;2005","1995;2004"
"1940","chesno_2031","Скосар Ігор Євгенійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",217906.53,14500,183056.53,14500,0,0,0,0,0,0,34850,0,0,0,0,0,0,0,1250.1,0,2306,0,0,1,0,0,"","Lexus LX 470 4700 куб.см., 4890 мм","","2004"
"1941","chesno_139","Скубашевський Станіслав Валеріанович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",1929411.74,10300.8,296669.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,"Chevrolet Evanda 2500 см3, 114 кВт;Mercedes-Benz ML350 3500 см3, 165 кВт;Volkswagen Phaeton2.5 TDI 4200, 246 кВт","Honda Legend 3500 см3, 220.8 кВт","2005;2008;2005","2007"
"1942","chesno_74","Слюз Тетяна Ярославівна","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",11204,0,11204,0,0,0,0,0,0,0,0,0,0,0,5571,0,62.06,0,0,0,0,0,0,0,0,0,"","","",""
"1943","chesno_98","Соболєв Сергій Владиславович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",277480,45000,242384.98,0,0,0,0,0,0,0,35094.76,45000,0,0,0,0,0,59,0,399,3243,18213,0,2,0,0,"","Land Rover  4280 см3;Nissan X Trail 2500 см3","","2007;2005"
"1944","chesno_2632","Сольвар Руслан Миколайович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",163376.84,215000,163376.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",""
"1945","chesno_1918","Ступак Іван Іванович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",382560,4550316,208945,49024,0,0,0,0,33486,1091067,34850,0,0,0,488687,6415350,70,190,0,658.9,2291,7136,0,1,0,0,"","Lexus RX 350 3456 куб.см","","2011"
"1946","chesno_67","Табалов Олександр Миколайович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",629223,24445,60019,20055,0,0,0,0,0,0,0,0,0,0,0,0,0,179.2,0,164.8,13680,2162.92,3,1,0,0,"Land Rover  4999 см3, 375 кВт, 478.3 см;Mercedes-Benz S63 AMG 6300 см3, 326 кВт, 567.6 см;Land Rover Range Rover 4197 см3, 396 кВт, 497.2 см","Infiniti FX35 3498 см3, 209 кВт, 486.5 см","2011;2007;2007","2007"
"1947","chesno_1785","Табачнік Яків Піневич","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",4091929.78,399819.35,242082.69,143921.28,0,0,107.21,285.07,3436567.04,0,0,0,0,0,3e+07,0,933,225.6,883,1399.7,13204,4171,3,4,0,0,"Mercedes-Benz  5461;Maybach  62, 5513;Hummer H2 5967","Porsche Cayenne 4806;Lexus RX 400 3311;Mitsubishi Pajero 3000 ;Mitsubishi Pajero 3000 ","2010;2003;2008","2009;2006;2007;2007"
"1948","chesno_1982","Тедеєв Ельбрус Сосланович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",243373.15,41802.63,243373.15,41802.63,0,0,0,0,0,0,35582,0,0,0,0,0,124,0,0,0,0,5612,1,2,0,0,"Suzuki 2 ","Porsche  3.5;Mercedes-Benz  5.5","2004","2013;2010"
"1949","chesno_437","Терьохін Сергій Анатолійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",203473.44,35521.07,203472.24,30928.57,0,4592.5,0,0,1.2,0,0,0,0,0,79963.9,0,73.5,61.8,612,0,20920,20000,1,1,0,0,"Mercedes-Benz E320 3200 куб. см","Mercedes-Benz CLK 200 1796 куб. см","2004","2008"
"1950","chesno_1","Томенко Микола Володимирович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",513597.02,182347.32,267909.02,0,0,0,60000,0,0,0,0,0,0,0,53352,0,0,221.41,0,0,4045,3150,1,0,0,0,"Toyota Land Cruiser Prado 4000 см3","","2006",""
"1951","chesno_2377","Томенко Микола Володимирович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",497208.12,240266.97,181599.82,0,20608.3,0,55000,0,0,0,0,0,0,0,1e+05,52135,0,178.8,0,0,4045,3150,0,0,0,0,"","","",""
"1952","chesno_115","Топалов Сергій Валерійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",55936,0,34145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"ВАЗ 210740 1568 см3;ВАЗ 210740-111-30 1568 см3","","2011;2011",""
"1953","chesno_862","Труханов Геннадій Леонідович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",302945,515562,236236,0,0,0,0,0,11729,502240,34850,0,0,0,227642,6286763,131.8,0,73.4,224.7,0,27651,1,0,0,0,"Audi Q7 4134, 340, 508.5","","2007",""
"1954","chesno_932","Литвин Володимир Михайлович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",1778996,982622.61,242880,240000,250413.01,0,92000,0,317522.99,623463.79,0,0,0,0,6943913.37,11068432.49,259.8,0,0,0,4698,95600,0,0,0,0,"","","",""
"1955","chesno_2048","Лук’янчук Руслан Валерійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",238318,28450,199691,28450,0,0,0,0,3045,0,35582,0,0,0,83486,122496,114,436,0,0,1200,3500,0,0,0,0,"","","",""
"1956","chesno_348","Любоненко Юрій Вікторович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",948773,143158,904434,129880,0,0,0,0,44339,13278,0,0,0,0,959115,253461,84.83,0,182.65,226.25,1040,3077.11,0,1,0,0,"","Lexus LX 570 5663 см3, 279.49 кВт, 4990 см","","2008"
"1957","chesno_603","Лютікова Валентина Іванівна","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",225135,295356,139203,214948,0,0,0,0,12,0,0,0,0,0,0,0,48.2,68.3,203.4,0,1400,500,1,0,0,0,"Nissan Murano 3500 см3, 265кВт","","2008",""
"1958","chesno_146","Макеєнко Володимир Володимирович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",8723905,42000,212802,42000,0,0,0,0,1168493,0,35828,0,0,0,4700306,0,410.4,378.3,631.8,124,83861,7778,1,1,0,0,"Audi A-4 Quattro 2976 см3","BMW X5 4799 см3","2005","2008"
"1959","chesno_12","Мартиненко Микола Володимирович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",734440,1658420,250364,0,0,0,0,0,4863,2432,0,0,0,0,11541834,5178292,521,0,0,0,0,0,1,1,0,0,"Toyota Sequoia 5700 см3, 284 кВт, 521 см","Mercedes-Benz SL65 5980 см3, 746 кВт","2010","2010"
"1960","chesno_944","Павелко Андрій Васильович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",224807,334895,224807,149250,0,0,0,0,0,0,0,0,0,0,0,753000,185,0,0,0,0,0,1,0,0,0,"Mercedes-Benz GL 5500 куб.см, 285 кВт, 5087 см","","2007",""
"1961","chesno_1848","Павлов Костянтин Юрійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",243251,20692,205253,0,0,0,0,0,2904,20692,35094,0,0,0,64279,242201,0,69.1,255.03,0,1717.75,0,0,1,0,0,"","Mitsubishi Outlander XL 2360 куб.см 125 кВт 466.5см","","2008"
"1962","chesno_1836","Павловський Андрій Михайлович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",359667,0,246573,0,0,0,0,0,0,0,35094,0,0,0,0,0,176.3,0,0,0,0,0,3,0,0,0,"Volkswagen Passat 1968 куб.см;Mazda CX-9 3726 куб.см;ВАЗ 2107 1500 куб.см","","2013;2008;1991",""
"1963","chesno_278","Паламарчук Микола Петрович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",120456,10440,0,0,0,0,0,0,0,0,0,0,0,0,89053,617375,260.3,62,0,65.7,0,0,1,0,0,0,"Lexus LX 570 5563 см3","","2008",""
"1964","chesno_2365","Паламарчук Микола Петрович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",294897.19,12924,174897.19,0,0,0,0,0,0,0,0,0,0,0,0,0,162.5,62,0,65.7,0,0,1,0,0,0,"Lexus LX-570 5663","","2008",""
"1965","chesno_31","Пашинський Сергій Володимирович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",298810,290861,197796,135580,0,0,0,0,1014,155281,0,0,0,0,16411,32100,66.1,119.7,32,0,986,13370,2,2,0,0,"Mercedes-Benz S 450L 4664 куб. см;Mercedes-Benz GL450 4663 куб. см","Subaru Tribeca 3600 куб. см;Toyota Camry 2494 куб. см","2007;2007","2007;2012"
"1966","chesno_975","Пехов Володимир Анатолійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",2230975,0,196125,0,0,0,0,0,0,0,34850,0,0,0,0,0,73.15,0,0,0,0,0,0,0,0,0,"","","",""
"1967","chesno_331","Пинзеник Віктор Михайлович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",1543618.45,556316.91,936236.64,0,33556.49,0,0,0,420225.32,556316.91,0,0,0,0,3497119.48,4017311.02,220.5,183.1,0,674.4,0,3690,1,1,0,0,"Honda Acura MDX 3664 куб. см","Honda CR-V 2400 куб. см","2007","2008"
"1968","chesno_17","Пишний Андрій Григорович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",407239,0,41323,0,0,0,0,0,1249,0,0,0,0,0,41441,0,164.1,0,0,0,0,0,0,0,0,0,"","","",""
"1969","chesno_949","Пишний Андрій Григорович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",1541181,31683,204363,0,0,0,0,0,1236,22797,35582,0,0,0,5511,363,164.1,227.7,0,0,0,4593,0,2,0,0,"","Mazda 5 1998 куб.см, 107 кВт, 458,5 см;Mercedes-Benz S500 5461 куб.см, 281 кВт, 524,5 см","","2006;2008"
"1970","chesno_204","Пінчук Андрій Павлович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",271746,7020,236651,0,0,0,0,0,0,0,35095,0,0,0,80000,60617,0,174.9,0,0,0,0,1,1,0,0,"Lexus ES 350 3456 см3, 203 кВт","Porsche Cayenne Turbo 4800 см3, 368 кВт","2006","2007"
"1971","chesno_1879","Поляков Василь Леонідович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",10252512.72,0,242512.72,0,0,0,0,0,0,0,0,0,0,0,580690,25046280.96,0,109.7,0,0,0,0,2,1,0,1,"BMW X5 4000 см.куб;Bentley Continental 5998 см.куб.","Mini  2000 см.куб.","2011;2006","2011"
"1972","chesno_2372","Пономарьов Олександр Сергійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",1300960,0,171433,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,203,0,4,0,0,0,"Lexus ES 250 с 2499;Ford Mustang 3800;Mercedes-Benz S500 5462;Land Rover Discovery 4394","","2010;1994;2007;2007",""
"1973","chesno_209","Попеску Іван Васильович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",258238,86749,222899,86749,0,0,0,0,0,0,35339,0,0,0,0,3302,147.2,147.2,0,0,0,0,0,0,0,0,"","","",""
"1974","chesno_418","Нечаєв Олександр Ігоревич","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",89520,18509,83520,18509,0,0,0,0,0,0,0,0,0,0,0,0,65.4,190.3,98,0,2200,0,1,1,0,0,"Mazda CX-7 2261 см3, 175 кВт","Toyota FJ Cruiser 4000 см3, 176 кВт","2009","2007"
"1975","chesno_937","Нечаєв Олександр Ігоревич","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",407121.87,99043,236121.87,99043,0,0,0,0,0,0,0,0,0,0,0,0,65.4,190.3,98,0,2200,0,0,1,0,0,"","Toyota FJ CRUISER 4000 куб.см, 176 кВт","","2007"
"1976","chesno_273","Новак Наталія Василівна","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",192254,16000,98739,0,0,0,0,0,728,0,0,0,4500,0,818,7000,33,154.6,0,0,1315,1000,0,2,0,0,"","Honda CR-V 2400 куб. см;Mercedes-Benz  1997 куб. см","","2008;1994"
"1977","chesno_564","Омельянович Денис Сергійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",9282154,0,193936,0,0,0,0,0,1042193,17505,34850,0,0,0,8383082,1252497,128,50.7,0,0,7000,1000,3,0,0,0,"Audi TT 3189 см3 184 кВт, 418 см;Land Rover Rover Sport 4999 см3, 293 кВт, 480 см;Toyota Prado 3956см3, 208 кВт, 434 см","","2008;2011;2006",""
"1978","chesno_29","Оробець Леся Юріївна","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",8438513,58639,232913,58639,0,0,0,0,0,0,0,0,0,0,39693,7503,0,88,0,0,1830,0,0,2,0,0,"","Lexus RX 350 3464 куб. см, 203 кВт, 473 см;Toyota Camry XV40 2362 куб. см, 167 к.с., 481.5 см","","2008;2008"
"1979","chesno_381","Осуховський Олег Іванович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",16431.66,0,16431.66,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,0,0,0,0,0,0,0,"","","",""
"1980","chesno_393","Чумак Віктор Васильович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",109976,20340,30000,20340,0,0,0,0,0,0,0,0,0,0,640,0,25.5,76.5,54.4,0,5520,0,1,0,0,0,"Hyundai Santa Fe 2188 см3, 113 кВт","","2009",""
"1981","chesno_879","Чумак Віктор Васильович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",284651.83,32210,248825.83,32210,0,0,0,0,0,0,35826,0,0,0,700,0,25.4,76.5,231,0,2505,0,1,0,0,0,"Hyundai Santa Fe 2188, 113 кВт","","2009",""
"1982","chesno_189","Шаблатович Олег Миколайович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",13162494,0,30913,0,0,0,0,0,0,0,0,0,0,0,0,0,103.7,0,0,0,31841,0,1,0,0,0,"Mercedes-Benz 450 ","","2007",""
"1983","chesno_521","Шаповалов Юрій Анатолійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",34248,1250,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,98.9,0,0,225.8,4620,2000,2,0,1,0,"Mercedes-Benz S550 5462 см3;Subaru Impreza 200","","2007;см3,",""
"1984","chesno_55","Швець Віктор Дмитрович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",254343.47,62070.41,218515.63,60070.41,0,0,0,0,0,0,35827.84,2000,0,0,114389.82,0,6,207.8,0,0,0,367,2,1,0,0,"Mercedes-Benz 500 5461 см3;Land Rover Range Rover 4197 см3","Lincoln MKX 3500 см3","2010;2007","2007"
"1985","chesno_259","Шевченко Олександр Оксеньтійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2012",355689,12000,8000,12000,250489,0,0,0,0,0,0,0,0,0,336555,0,51.14,0,66,0,200,0,0,1,0,0,"","Nissan Tiida 1750 куб. см","","2008"
"1986","chesno_2384","Шенцев Дмитро Олексійович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2014",1118503.74,528651.74,142046.25,112275,0,0,0,0,580009.75,396447.74,0,0,0,0,801329,605184,363.8,204,0,600,4932,11900,1,2,0,0,"Lexus LS 406 L 4.806","Porsche Cayenne GTS 4.806;Land Rover Range Rover Autobiography 4.397","2007","2013;2011"
"1987","chesno_350","Шипко Андрій Федорович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2011",54146,504836,39423,0,9927,0,0,0,165,0,3190,4836,0,0,0,0,0,0,0,259.9,650,2435,0,2,0,0,"","Mercedes-Benz ML320 2987 см3, 164 кВт, 478 см;Mercedes-Benz R 350 2987 см3, 154 кВт, 515,6 см","","2008;2011"
"1988","chesno_2029","Шлемко Дмитро Васильович","Депутат 7-го скликання","Верховна рада України","Загальнодержавний регіон","2013",457009,0,246574,0,18944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.6,0,144.8,1,1,0,0,"Volkswagen Passat B6 2000 куб.см","Ford Kuga 2000 куб.см","2007","2012"
"1989","chesno_2276","Бондар Михайло Леонтійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",152668.23,7907,45351.27,0,0,0,0,0,27316.96,0,0,0,0,0,157800,0,100,100,0,0,300,0,0,0,0,0,"","","",""
"1990","chesno_2098","Валентиров Сергій Васильович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",22238,34586,20508,0,0,0,0,0,0,0,0,0,0,0,0,0,135.4,0,0,0,0,0,0,1,0,0,"","Honda CR-V 2354 куб.см","","2007"
"1991","chesno_2606","Ванат Петро Михайлович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",120664,29910,12994,0,0,0,0,0,0,0,0,0,0,0,1285380,449750,168,0,0,230,0,900,1,0,0,0,"Audi Q5 1984 куб.см; 155 кВт; 463 см","","2010",""
"1992","chesno_2497","Величкович Микола Романович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",138795,52106,119789,18702,13910,0,0,0,0,0,0,1678,5096,0,5000,0,62.3,0,0,0,610,0,1,0,0,0,"ВАЗ 2106 1,3 куб.см","","1988",""
"1993","chesno_1451","Веселова Наталія Василівна","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",4120,0,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2,0,0,0,0,0,0,0,0,0,"","","",""
"1994","chesno_2101","Висоцький Сергій Віталійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",22859.58,0,22859.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",""
"1995","chesno_2485","Вілкул Олександр Юрійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",257599,2896040,84757,584651,0,0,0,0,172842,2311389,0,0,0,0,5007121,50117593,0,62.1,0,0,0,0,1,1,0,0,"Chevrolet Express 5300 куб.см, 228 кВт, 5690 см","Volkswagen Multivan 1968 куб.см, 132 кВт, 4892 см","2008","2011"
"1996","chesno_1160","Вінник Іван Юлійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"BMW  4800 куб.см, 272.13 кВт, 520 см","","2008",""
"1997","chesno_2269","Войцеховська Світлана Михайлівна","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",276578,385943,242478,219231,0,0,0,0,0,0,34100,1500,0,0,90087.39,69726,47,164.4,0,0,1000,0,1,1,0,0,"Hyundai Santa Fe 2200 куб.см","Mitsubishi Pajero 3200 куб.см","2012","2013"
"1998","chesno_2106","Гаврилюк Михайло Віталійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",""
"1999","chesno_1526","Гвоздьов Михайло Олексійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",61450,61450,61450,61450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",""
"2000","chesno_2531","Гвоздьов Михайло Олексійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",693459,795212,71459,36665,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4,0,267.5,0,619,0,0,0,0,"","","",""
"2001","chesno_1108","Герасимов Артур Володимирович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",56386,33000,55000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,1,1,0,0,"BMW X5 Універсал 2979 см3, 200 кВт, 485 см","Opel Vectra 2171см3, 115 кВт, 443 см","2011","2003"
"2002","chesno_2543","Геращенко Антон Юрійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2014",120639,93960,120639,0,0,0,0,0,0,0,0,15240,0,0,0,0,76,55.75,0,0,0,0,1,0,0,0,"Skoda Octavia 1595 куб.см, 75 кВт","","2007",""
"2003","chesno_1379","Голуб Владислав Володимирович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",231710,26979,231710,25904,0,0,0,0,0,0,0,1075,0,0,0,0,152.5,0,0,260.9,0,6400,1,0,0,0,"Volkswagen Golf 1390 см3","","2011",""
"2004","chesno_1146","Гончаренко Олексій Олексійович","Депутат 8-го скликання","Верховна рада України","Загальнодержавний регіон","2013",201587,0,151116,0,0,0,0,0,50471,0,0,0,0,0,773280,0,165.8,0,0,0,0,0,0,0,0,0,"","","",""
